algorithm,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,bid,bidSize,circulatingSupply,currency,dayHigh,dayLow,dividendRate,dividendYield,exDividendDate,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,fiveYearAvgDividendYield,forwardPE,fromCurrency,lastMarket,marketCap,maxAge,maxSupply,navPrice,open,openInterest,payoutRatio,previousClose,priceHint,priceToSalesTrailing12Months,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,startDate,strikePrice,symbol,totalAssets,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingPE,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,yield,ytdReturn
,1.24,0,156100,1648831,156100,,1.23,0,,MYR,1.23,1.23,,,-,-,1.162,1.83,0.98,,,,,2494821376,1,,,1.23,,,1.23,2,,1.23,1.23,1.23,1.23,89000,-,,5180.KL,,False,0.086,0.0699187,10.512821,1.2461363,89000,,,,
,0.805,0,7000,234594,7000,,0.79,0,,MYR,0.805,0.8,,,-,-,0.808,1.41,0.77,,,,,150937504,1,,,0.8,,,0.82,2,,0.805,0.8,0.8,0.82,123800,-,,5181.KL,,False,0.012,0.014634146,17.5,0.95527273,123800,,,,
,8.42,0,8621200,6575131,8621200,,8.39,0,,MYR,8.43,8.36,,,-,-,8.441999,8.65,6.8,,,,,,1,,,8.36,,,8.36,2,,8.43,8.36,8.36,8.36,7025000,-,,5183.KL,,False,,,,8.058272,7025000,,,,
,2.35,0,17900,261362,17900,,2.28,0,,MYR,2.35,2.32,,,-,-,2.494,2.73,2.22,,,,,594404288,1,,,2.33,,,2.34,2,,2.35,2.32,2.33,2.34,8700,-,,5184.KL,,False,0.05,0.021367522,12.051282,2.5509999,8700,,,,
,2.61,0,0,0,0,,2.6,0,,MYR,2.6,2.59,,,-,-,2.53,2.7,2.24,,,,,5051670016,1,,,2.59,,,2.6,2,,2.6,2.59,2.59,2.6,492600,-,,5185.KL,,False,0.08,0.03076923,11.111111,2.4114633,492600,,,,
,0.265,0,221000,501354,221000,,0.26,0,,MYR,0.265,0.26,,,-,-,0.29299998,0.45,0.26,,,,,211765984,1,,,0.26,,,0.265,3,,0.265,0.26,0.26,0.265,332300,-,,5190.KL,,False,0.003,0.011320756,14.722222,0.36209092,332300,,,,
,0.805,0,331900,628411,331900,,0.8,0,,MYR,0.81,0.795,,,-,-,0.735,1.48,0.725,,,,,340235232,1,,,0.795,,,0.795,2,,0.81,0.795,0.795,0.795,248900,-,,5191.KL,,False,0.09,0.11320755,3.6036036,0.89431816,248900,,,,
,0.415,0,58200,239160,58200,,0.395,0,,MYR,0.39,0.39,,,-,-,0.42700002,0.76,0.38,,,,,37440000,1,,,0.39,,,0.39,2,,0.39,0.39,0.39,0.39,5000,-,,5192.KL,,False,0.008,0.020512823,35.454544,0.42873874,5000,,,,
,1.7,0,102800,102945,102800,,1.68,0,,MYR,1.68,1.68,,,-,-,1.652,1.9,1.38,,,,,635140800,1,,,1.68,,,1.68,2,,1.68,1.68,1.68,1.68,10000,-,,5196.KL,,False,0.043,0.02559524,27.540983,1.7645454,10000,,,,
,2.55,0,487200,523568,487200,,2.52,0,,MYR,2.54,2.5,,,-,-,2.556,2.71,2.3,,,,,3823923712,1,,,2.5,,,2.53,2,,2.54,2.5,2.5,2.53,2336900,-,,5200.KL,,False,0.15,0.05928854,8.659794,2.4663637,2336900,,,,
,3.76,0,0,12022,0,,3.6,0,,MYR,3.62,3.62,,,-,-,3.94,4.5,3.36,,,,,,1,,,3.62,,,3.8,2,,3.62,3.62,3.62,3.8,10000,-,,5202.KL,,False,,,,3.8537838,10000,,,,
,1.17,0,1459200,433717,1459200,,1.15,0,,MYR,1.17,1.15,,,-,-,1.572,2.41,1.15,,,,,555271744,1,,,1.16,,,1.18,2,,1.17,1.15,1.16,1.18,268600,-,,5204.KL,,False,0.038,0.03220339,33.82353,1.5574546,268600,,,,
,1.38,0,40600,70311,40600,,1.28,0,,MYR,1.3,1.29,,,-,-,1.428,1.95,1.29,,,,,168996096,1,,,1.3,,,1.3,2,,1.3,1.29,1.3,1.3,86000,-,,5208.KL,,False,0.04,0.03076923,10.4,1.5781081,86000,,,,
,2.94,0,13700,315780,13700,,2.92,0,,MYR,2.92,2.86,,,-,-,2.876,3.03,2.66,,,,,3749280000,1,,,2.89,,,2.92,2,,2.92,2.86,2.89,2.92,218700,-,,5209.KL,,False,0.083,0.028424656,35.609756,2.843091,218700,,,,
,1.61,0,733500,2153602,733500,,1.6,0,,MYR,1.62,1.6,,,-,-,1.522,1.95857,1.46,,,,,2848559872,1,,,1.61,,,1.62,2,0.67082566,1.62,1.6,1.61,1.62,1477300,-,,5211.KL,,False,0.11,0.06790123,3.6281178,1.6271818,1477300,,,,
,1.55,0,118000,1039854,118000,,1.54,0,,MYR,1.55,1.53,,,-,-,1.484,1.77,1.32,,,,,4680705536,1,,,1.53,,,1.54,2,,1.55,1.53,1.53,1.54,6200,-,,5212.KL,,False,0.082,0.053246755,16.48936,1.4958181,6200,,,,
,0.96,0,1412700,1965797,1412700,,0.955,0,,MYR,0.97,0.945,,,-,-,0.902,1.3,0.765,,,,,1296000000,1,,,0.965,,,0.96,2,,0.97,0.945,0.965,0.96,753500,-,,5216.KL,,False,0.03,0.03125,20.425531,1.0486819,753500,,,,
,1.53,0,21023000,7428185,21023000,,1.52,0,,MYR,1.55,1.52,,,-,-,1.656,2.18,1.52,,,,,5581669376,1,,,1.52,,,1.52,2,,1.55,1.52,1.52,1.52,5689300,-,,5222.KL,,False,0.04,0.02631579,153.0,1.831,5689300,,,,
,5.9,0,2604800,3680282,2604800,,5.88,0,,MYR,6.05,5.88,,,-,-,6.01,6.33,5.42,,,,,48400986112,1,,,5.96,,,5.96,2,,6.05,5.88,5.96,5.96,5311500,-,,5225.KL,,False,0.03,0.005033557,48.595043,5.969091,5311500,,,,
,1.66,0,406600,2102097,406600,,1.65,0,,MYR,1.67,1.66,,,-,-,1.574,1.8,1.46,,,,,5782327808,1,,,1.67,,,1.67,2,,1.67,1.66,1.67,1.67,48200,-,,5227.KL,,False,0.082,0.0491018,22.432432,1.566,48200,,,,
,1.17,0,18500,73680,18500,,1.16,0,,MYR,1.18,1.16,,,-,-,1.176,1.25959,1.14,,,,,249659664,1,,,1.16,,,1.16,2,,1.18,1.16,1.16,1.16,30000,-,,5228.KL,,False,0.068,0.058620695,13.258426,1.1811712,30000,,,,
,0.915,0,916800,898962,916800,,0.91,0,,MYR,0.93,0.895,,,-,-,0.723,1.27,0.705,,,,,687860416,1,,,0.895,,,0.895,3,,0.93,0.895,0.895,0.895,3511600,-,,5230.KL,,False,0.05,0.055865925,9.15,0.934,3511600,,,,
,0.65,0,391900,394397,391900,,0.635,0,,MYR,0.65,0.65,,,-,-,0.708,0.985,0.65,,,,,201500000,1,,,0.65,,,0.655,3,,0.65,0.65,0.65,0.655,149400,-,,5232.KL,,False,0.015,0.022900764,16.25,0.81804544,149400,,,,
,7.51,0,348600,476817,348600,,7.5,0,,MYR,7.6,7.5,,,-,-,7.58,8.64,6.77,,,,,13539975168,1,,,7.6,,,7.5,2,,7.6,7.5,7.6,7.5,37000,-,,5235SS.KL,,False,0.217,0.028933333,23.006134,7.630182,37000,,,,
,2.04,0,175300,499362,175300,,2.04,0,,MYR,2.04,2.01,,,-,-,2.018,2.3,1.84,,,,,1147538688,1,,,2.04,,,2.07,2,,2.04,2.01,2.04,2.07,464500,-,,5236.KL,,False,0.155,0.07487923,5.6388884,2.138,464500,,,,
,0.39,0,74800,322514,74800,,0.385,0,,MYR,0.395,0.385,,,-,-,0.455,0.84,0.385,,,,,139171888,1,,,0.39,,,0.39,2,,0.395,0.385,0.39,0.39,347200,-,,5239.KL,,False,0.045,0.11538462,1.9796954,0.61386365,347200,,,,
,0.35,0,43400,148520,43400,,0.345,0,,MYR,0.35,0.325,,,-,-,0.346,0.56571,0.295,,,,,57996400,1,,,0.325,,,0.35,2,,0.35,0.325,0.325,0.35,30200,-,,5242.KL,,False,0.016,0.04571429,13.461538,0.3440909,30200,,,,
,1.68,0,15200,4254,15200,,1.64,0,,MYR,1.64,1.64,,,-,-,1.6,2.2,1.45,,,,,357037824,1,,,1.64,,,1.65,2,,1.64,1.64,1.64,1.65,6000,-,,5245.KL,,False,0.02,0.012121212,49.696968,1.7520721,6000,,,,
,3.32,0,2348500,1253200,2348500,,3.31,0,,MYR,3.34,3.28,,,-,-,3.24,3.9,3.1,,,,,11321199616,1,,,3.28,,,3.3,2,,3.34,3.28,3.28,3.3,766900,-,,5246.KL,,False,0.111,0.033636365,20.368097,3.5237272,766900,,,,
,0.79,0,324000,926642,324000,,0.785,0,,MYR,0.84,0.79,,,-,-,0.764,1.78,0.75,,,,,791872320,1,,,0.8,,,0.8,2,,0.84,0.79,0.8,0.8,5065800,-,,5247.KL,,False,0.017,0.02125,11.1267605,1.0389545,5065800,,,,
,2.35,0,262100,1162425,262100,,2.34,0,,MYR,2.4,2.32,,,-,-,2.232,2.47,1.84,,,,,2691172864,1,,,2.35,,,2.35,2,,2.4,2.32,2.35,2.35,2859700,-,,5248.KL,,False,0.094,0.04,13.662789,2.193091,2859700,,,,
,1.59,0,1596300,2476865,1596300,,1.58,0,,MYR,1.62,1.58,,,-,-,1.522,2.22,1.47,,,,,5951133184,1,,,1.59,,,1.6,2,2.798908,1.62,1.58,1.59,1.6,1154400,-,,5249.KL,,False,0.06,0.037499998,6.2204723,1.8049091,1154400,,,,
,1.49,0,10100,96203,10100,,1.48,0,,MYR,1.49,1.48,,,-,-,1.494098,1.60328,1.10164,,,,,1727071232,1,,,1.49,,,1.5,2,,1.49,1.48,1.49,1.5,61100,-,,5250.KL,,False,0.023,0.015333333,31.489363,1.4955738,61100,,,,
,0.36,0,277800,1733671,277800,,0.35,0,,MYR,0.36,0.355,,,-,-,0.349,0.98667,0.3,,,,,100584000,1,,,0.36,,,0.36,2,,0.36,0.355,0.36,0.36,924700,-,,5252.KL,,False,0.02,0.055555552,6.545455,0.49731818,924700,,,,
,0.715,0,2556900,1760682,2556900,,0.71,0,,MYR,0.72,0.69,,,-,-,1.038,1.41,0.69,,,,,382524992,1,,,0.695,,,0.68,3,,0.72,0.69,0.695,0.68,6342300,-,,5253.KL,,False,0.035,0.05147059,6.059322,1.1552181,6342300,,,,
,1.25,0,515000,902068,515000,,1.24,0,,MYR,1.26,1.24,,,-,-,1.262,1.29286,1.12857,,,,,1984000000,1,,,1.25,,,1.25,2,,1.26,1.24,1.25,1.25,651700,-,,5254.KL,,False,0.14,0.112,17.464788,1.2057794,651700,,,,
,4.01,0,0,182250,0,,3.94,0,,MYR,4.07,3.92,,,-,-,4.1566668,4.61,3.92,,10.025001,,,6370607104,1,,,3.92,,,3.94,2,,4.07,3.92,3.92,3.94,24800,-,,5258.KL,,False,0.122,0.030964468,11.359775,4.227619,24800,,,,
,0.885,0,2149200,2720711,2149200,,0.88,0,,MYR,0.885,0.88,,,-,-,0.89,1.17,0.85,,,,,,1,,,0.88,,,0.88,3,,0.885,0.88,0.88,0.88,441500,-,,5264.KL,,False,,,,0.91240907,441500,,,,
,0.845,0,16100,70588,16100,,0.835,0,,MYR,0.845,0.84,,,-,-,0.844,1.05,0.84,,,,,,1,,,0.84,,,0.84,2,,0.845,0.84,0.84,0.84,7300,-,,5269.KL,,False,,,,0.9310811,7300,,,,
,0.715,0,854800,540922,854800,,0.71,0,,MYR,0.715,0.7,,,-,-,0.699,0.85,0.65,,,,,,1,,,0.7,,,0.7,2,,0.715,0.7,0.7,0.7,423200,-,,5272.KL,,False,,,,0.7122727,423200,,,,
,14.26,0,0,7984950,0,,14.2,0,,MYR,14.28,14.12,,,-,-,15.8,16.12,14.02,,,,,80477880320,1,,,14.12,,,14.16,2,,14.28,14.12,14.12,14.16,6926500,-,,5347.KL,,False,0.29,0.020480225,16.409666,15.517209,6926500,,,,
,2.04,0,0,12550,0,,2.0,0,,MYR,2.0,1.99,,,-,-,2.16,2.44,1.99,,,,,421153984,1,,,2.0,,,1.98,2,,2.0,1.99,2.0,1.98,11500,-,,5355.KL,,False,0.05,0.025252525,15.873015,2.2043903,11500,,,,
,1.28,0,0,0,0,,1.25,0,,MYR,1.28,1.26,,,-,-,1.6,2.09,1.26,,,,,,1,,,1.26,,,1.28,2,,1.28,1.26,1.26,1.28,17400,-,,5371.KL,,False,,,,1.4823256,17400,,,,
,3.32,0,2659360,954250,2659360,,3.28,0,,MYR,3.4,3.28,,,-,-,5.1466665,5.52,3.28,,,,,7926513664,1,,,3.3,,,3.3,2,,3.4,3.28,3.3,3.3,6763400,-,,5398.KL,,False,0.12,0.036363635,12.762646,4.962619,6763400,,,,
,0.83,0,0,115500,0,,0.82,0,,MYR,0.83,0.815,,,-,-,0.91333336,1.06,0.815,,,,,1174458368,1,,,0.82,,,0.82,2,,0.83,0.815,0.82,0.82,259900,-,,5401.KL,,False,0.07,0.085365854,5.496689,0.9182558,259900,,,,
,4.4,0,0,7566,0,,4.35,0,,MYR,4.4,4.39,,,-,-,4.23,8.15,4.0,,,,,436940704,1,,,4.39,,,4.4,2,,4.4,4.39,4.39,4.4,14500,-,,5436.KL,,False,0.38,0.086363636,8.576998,4.1709523,14500,,,,
,5.9,0,0,2750,0,,5.6,0,,MYR,5.99,5.8,,,-,-,4.9733334,5.99,4.84,,,,,2596000000,1,,,5.8,,,5.88,2,,5.99,5.8,5.8,5.88,392000,-,,5517.KL,,False,0.14,0.023809524,21.071428,5.0359526,392000,,,,
,0.69,0,14000,35000,14000,,0.55,0,,MYR,0.55,0.55,,,-,-,0.6533333,0.75,0.55,,,,,56567500,1,,,0.55,,,0.555,2,,0.55,0.55,0.55,0.555,4000,-,,5533.KL,,False,0.01,0.018018017,10.576923,0.6370238,4000,,,,
,0.99,0,0,0,0,,0.82,0,,MYR,0.82,0.82,,,-,-,0.95,1.16,0.82,,,,,90892896,1,,,0.82,,,0.815,2,,0.82,0.82,0.82,0.815,3500,-,,5568.KL,,False,0.065,0.0797546,102.49999,0.94,3500,,,,
,2.23,0,0,12450,0,,2.21,0,,MYR,2.21,2.21,,,-,-,2.2866666,2.47,2.1,,,,,,1,,,2.21,,,2.2,2,,2.21,2.21,2.21,2.2,7300,-,,5584.KL,,False,,,,2.217805,7300,,,,
,0.53,0,0,2400,0,,0.5,0,,MYR,0.5,0.5,,,-,-,0.51666665,0.59,0.5,,,,,98501000,1,,,0.5,,,0.5,2,,0.5,0.5,0.5,0.5,1000,-,,5592.KL,,False,0.02,0.04,,0.5223256,1000,,,,
,3.07,0,123080,33300,123080,,2.95,0,,MYR,3.02,3.02,,,-,-,3.1266668,3.44,2.6,,,,,1844162944,1,,,3.02,,,3.02,2,,3.02,3.02,3.02,3.02,1000,-,,5606.KL,,False,0.04,0.013245033,22.537313,3.0135715,1000,,,,
,1.28,0,0,20477,0,,1.26,0,,MYR,1.28,1.28,,,-,-,1.27,1.52,1.07,,,,,,1,,,1.28,,,1.29,2,,1.28,1.28,1.28,1.29,1000,-,,5606PA.KL,,False,,,,1.2981982,1000,,,,
,24.86,0,0,233350,0,,24.76,0,,MYR,25.08,24.5,,,-,-,24.653334,25.5,21.0,,,,,24697268224,1,,,24.5,,,24.66,2,,25.08,24.5,24.5,24.66,730100,-,,5681.KL,,False,0.6,0.024330901,30.729296,24.580976,730100,,,,
,0.915,0,0,254950,0,,0.9,0,,MYR,0.915,0.9,,,-,-,2.3899999,2.48,0.9,,,,,516009696,1,,,0.9,,,0.9,3,,0.915,0.9,0.9,0.9,198000,-,,5789.KL,,False,0.035,0.03888889,6.630435,2.3439534,198000,,,,
,2.3,0,0,79800,0,,2.29,0,,MYR,2.3,2.24,,,-,-,2.5066667,2.65,1.95,,,,,248387760,1,,,2.24,,,2.25,2,,2.3,2.24,2.24,2.25,77800,-,,5797.KL,,False,0.04,0.017777778,50.666664,2.4548838,77800,,,,
,18.54,0,0,206650,0,,18.46,0,,MYR,18.58,18.34,,,-,-,18.62,18.68,14.9,,,,,38519005184,1,,,18.42,,,18.66,2,,18.58,18.34,18.42,18.66,1368100,-,,5819.KL,,False,0.41,0.021972133,17.317072,17.166191,1368100,,,,
,2.2,0,0,0,0,,2.1,0,,MYR,2.2,2.2,,,-,-,2.23,2.59,2.2,,,,,318718400,1,,,2.2,,,2.2,2,,2.2,2.2,2.2,2.2,3000,-,,5827.KL,,False,0.075,0.03409091,10.185185,2.3,3000,,,,
,1.55,0,0,20050,0,,1.54,0,,MYR,1.57,1.53,,,-,-,1.3,1.57,1.26,,,,,768466112,1,,,1.54,,,1.53,2,,1.57,1.53,1.54,1.53,196600,-,,5843.KL,,False,0.02,0.013071896,5.082508,1.3093023,196600,,,,
,1.02,0,0,1123350,0,,1.01,0,,MYR,1.03,1.01,,,-,-,0.9716667,1.14,0.9,,,,,1059881984,1,,,1.02,,,1.02,2,0.37026563,1.03,1.01,1.02,1.02,4831000,-,,5878.KL,,False,0.079,0.07745098,6.7105265,0.96097565,4831000,,,,
,1.05,0,0,0,0,,0.9,0,,MYR,0.9,0.9,,,-,-,1.0,1.15,0.9,,,,,54720000,1,,,0.9,,,0.9,2,,0.9,0.9,0.9,0.9,10000,-,,5886.KL,,False,0.05,0.05555556,18.0,1.0140909,10000,,,,
,3.98,0,0,0,0,,3.97,0,,MYR,3.99,3.98,,,-,-,3.9,5.08,3.82,,,,,627478848,1,,,3.99,,,4.02,2,,3.99,3.98,3.99,4.02,7000,-,,5908.KL,,False,0.095,0.023631841,17.45614,3.963721,7000,,,,
,2.49,0,0,0,0,,2.45,0,,MYR,2.52,2.49,,,-,-,2.39,2.52,2.01,,,,,,1,,,2.52,,,2.49,2,,2.52,2.49,2.52,2.49,464700,-,,5983.KL,,False,,,,2.279762,464700,,,,
,1.06,0,0,22900,0,,1.05,0,,MYR,1.06,1.03,,,-,-,1.28,1.34,1.03,,,,,238375968,1,,,1.03,,,1.05,2,,1.06,1.03,1.03,1.05,5400,-,,6009.KL,,False,0.094,0.08952381,8.907562,1.2668293,5400,,,,
,5.58,0,2595300,1396974,2595300,,5.57,0,,MYR,5.7,5.55,,,-,-,5.6619997,6.14,5.3,,,,,41832148992,1,,,5.7,,,5.65,2,,5.7,5.55,5.7,5.65,3042700,-,,6012.KL,,False,0.2,0.03539823,22.734694,5.907909,3042700,,,,
,2.48,0,0,0,0,,2.42,0,,MYR,2.48,2.4,,,-,-,2.64,2.92,2.4,,,,,600467520,1,,,2.4,,,2.48,2,,2.48,2.4,2.4,2.48,6100,-,,6017.KL,,False,0.08,0.032258064,7.106017,2.7046342,6100,,,,
,17.3,0,0,203800,0,,17.22,0,,MYR,17.46,17.2,,,-,-,18.073334,19.5,15.82,,,,,34073763840,1,,,17.46,,,17.28,2,,17.46,17.2,17.46,17.28,476500,-,,6033.KL,,False,0.6,0.034722224,17.168493,17.426191,476500,,,,
,0.45,0,0,0,0,,0.43,0,,MYR,0.45,0.425,,,-,-,0.52,0.605,0.425,,,,,,1,,,0.425,,,0.45,2,,0.45,0.425,0.425,0.45,12000,-,,6041.KL,,False,,,,0.5025,12000,,,,
,1.15,0,0,177450,0,,1.14,0,,MYR,1.15,1.14,,,-,-,1.39,2.55,1.14,,8.142857,,,841269824,1,,,1.14,,,1.14,2,,1.15,1.14,1.14,1.14,232600,-,,6084.KL,,False,0.18,0.15789475,6.9090905,1.4287804,232600,,,,
,1.41,0,0,118350,0,,1.38,0,,MYR,1.39,1.36,,,-,-,1.6866667,2.42,1.36,,,,,583000704,1,,,1.36,,,1.38,2,,1.39,1.36,1.36,1.38,192800,-,,6114.KL,,False,0.07,0.050724637,3.6387434,1.725,192800,,,,
,3.99,0,0,67150,0,,3.97,0,,MYR,3.97,3.9,,,-,-,3.7366667,4.24,3.36,,,,,3256098816,1,,,3.9,,,3.96,2,,3.97,3.9,3.9,3.96,136000,-,,6139.KL,,False,0.15,0.03787879,20.785341,3.6238096,136000,,,,
,1.78,0,0,0,0,,1.66,0,,MYR,1.75,1.75,,,-,-,1.75,1.82,1.62,,,,,210000000,1,,,1.75,,,1.75,2,,1.75,1.75,1.75,1.75,2000,-,,6149.KL,,False,0.06,0.034285713,8.706468,1.7231034,2000,,,,
,0.465,0,0,0,0,,0.455,0,,MYR,0.465,0.45,,,-,-,0.605,0.685,0.45,,,,,,1,,,0.45,,,0.45,3,,0.465,0.45,0.45,0.45,58000,-,,6173.KL,,False,,,,0.60309523,58000,,,,
,0.52,0,0,454550,0,,0.515,0,,MYR,0.52,0.515,,,-,-,0.94166666,1.48,0.515,,,,,233176304,1,,,0.52,,,0.53,2,,0.52,0.515,0.52,0.53,3254700,-,,6181.KL,,False,0.03,0.056603774,6.933333,0.9654878,3254700,,,,
,1.4,0,0,133450,0,,1.35,0,,MYR,1.4,1.34,,,-,-,1.6366667,1.66,1.34,,,,,769323776,1,,,1.35,,,1.4,2,,1.4,1.34,1.35,1.4,222900,-,,6238.KL,,False,0.024,0.017142858,10.526316,1.4776745,222900,,,,
,7.7,0,0,10050,0,,7.5,0,,MYR,7.67,7.58,,,-,-,7.9500003,8.18,7.04,,,,,1246045824,1,,,7.67,,,7.7,2,,7.67,7.58,7.67,7.7,15200,-,,6351.KL,,False,0.35,0.045454547,27.563635,7.505238,15200,,,,
,1.68,0,1561700,2236437,1561700,,1.67,0,,MYR,1.68,1.61,,,-,-,1.828,2.94,1.61,,,,,8692383744,1,,,1.61,,,1.6,2,,1.68,1.61,1.61,1.6,13425200,-,,6399.KL,,False,0.123,0.076875,13.36,2.3782728,13425200,,,,
,4.3,0,16533,5800,16533,,4.25,0,,MYR,4.4,4.26,,,-,-,4.4466667,5.48,4.26,,,,,352000000,1,,,4.28,,,4.4,2,,4.4,4.26,4.28,4.4,17000,-,,6432.KL,,False,0.3,0.06818182,11.827957,4.572381,17000,,,,
,1.59,0,0,33150,0,,1.54,0,,MYR,1.54,1.53,,,-,-,1.5833334,1.9,1.53,,,,,427223680,1,,,1.54,,,1.54,2,,1.54,1.53,1.54,1.54,12900,-,,6491.KL,,False,0.09,0.05844156,7.623762,1.5983334,12900,,,,
,2.35,0,0,32750,0,,2.33,0,,MYR,2.4,2.33,,,-,-,1.64,2.4,1.61,,,,,3299399936,1,,,2.35,,,2.35,2,,2.4,2.33,2.35,2.35,293500,-,,6599.KL,,False,0.04,0.017021276,29.375,1.7066667,293500,,,,
,4.59,0,0,900,0,,4.46,0,,MYR,4.68,4.35,,,-,-,5.7433333,6.0,4.35,,,,,2375359488,1,,,4.46,,,4.46,2,6.2223396,4.68,4.35,4.46,4.46,275300,-,,6645.KL,,False,0.25,0.05605381,15.582192,5.665,275300,,,,
,1.3,0,0,2000,0,,1.29,0,,MYR,1.3,1.3,,,-,-,1.4533334,1.72,1.3,,,,,363262880,1,,,1.3,,,1.3,2,,1.3,1.3,1.3,1.3,43000,-,,6718.KL,,False,0.05,0.03846154,21.666666,1.4633334,43000,,,,
,1.06,0,0,1642375,0,,1.05,0,,MYR,1.07,1.01,,,-,-,1.26,1.44118,1.01,,,,,8180380160,1,,,1.02,,,1.02,2,,1.07,1.01,1.02,1.02,25176400,-,,6742.KL,,False,0,0,9.059829,1.267381,25176400,,,,
,0.085,0,0,243000,0,,0.08,0,,MYR,0.085,0.085,,,-,-,0.093333334,0.12,0.085,,,,,64456352,1,,,0.085,,,0.085,3,,0.085,0.085,0.085,0.085,315000,-,,6769.KL,,False,0.003,0.03529412,3.0357141,0.09383721,315000,,,,
,4.4,0,2293100,2933428,2293100,,4.36,0,,MYR,4.41,4.33,,,-,-,5.186,5.82,4.33,,,,,38558433280,1,,,4.33,,,4.34,2,,4.41,4.33,4.33,4.34,2667100,-,,6888.KL,,False,0.2,0.046082947,16.36704,5.4434547,2667100,,,,
,0.5,0,0,29050,0,,0.49,0,,MYR,0.495,0.49,,,-,-,0.51,0.56,0.48,,,,,260163104,1,,,0.495,,,0.495,3,,0.495,0.49,0.495,0.495,96500,-,,6939.KL,,False,0.025,0.05050505,4.8529415,0.5102439,96500,,,,
,4.38,0,0,2497050,0,,4.35,0,,MYR,4.45,4.32,,,-,-,4.9666667,5.1,4.32,,,,,33899001856,1,,,4.37,,,4.33,2,,4.45,4.32,4.37,4.33,3630900,-,,6947.KL,,False,0.21,0.048498843,20.663507,4.8292685,3630900,,,,
,1.59,0,2295100,7058555,2295100,,1.58,0,,MYR,1.63,1.56,,,-,-,1.8164,2.616,1.56,,,,,1848473600,1,,,1.56,,,1.56,2,,1.63,1.56,1.56,1.56,6941500,-,,6963.KL,,False,0.055,0.035256412,12.248063,2.1994364,6941500,,,,
,2.21,0,0,1256050,0,,2.2,0,,MYR,2.25,2.19,,,-,-,6.4300003,7.05,2.19,,,,,620140352,1,,,2.25,,,2.25,2,,2.25,2.19,2.25,2.25,1602100,-,,7022.KL,,False,0.09,0.040000003,10.731708,6.5133333,1602100,,,,
,0.66,0,0,39000,0,,0.615,0,,MYR,0.615,0.615,,,-,-,0.62,0.775,0.605,,,,,33591424,1,,,0.615,,,0.615,3,,0.615,0.615,0.615,0.615,65000,-,,7029.KL,,False,0.01,0.016260162,11.388888,0.6490476,65000,,,,
,1.45,0,0,0,0,,1.2,0,,MYR,1.25,1.25,,,-,-,1.22,1.34,0.945,,,,,45720624,1,,,1.25,,,1.25,2,,1.25,1.25,1.25,1.25,6800,-,,7033.KL,,False,0.02,0.015999999,7.763975,1.1935714,6800,,,,
,2.57,0,0,342650,0,,2.55,0,,MYR,2.61,2.49,,,-,-,3.9266667,4.57,2.49,,,,,268441056,1,,,2.51,,,2.55,2,,2.61,2.49,2.51,2.55,33000,-,,7034.KL,,False,0.09,0.03529412,6.5552697,4.172381,33000,,,,
,0.925,0,0,208550,0,,0.92,0,,MYR,0.94,0.865,,,-,-,1.1366667,1.23,0.865,,,,,285641600,1,,,0.865,,,0.87,2,,0.94,0.865,0.865,0.87,4060600,-,,7035.KL,,False,0.015,0.01724138,20.444445,1.1163415,4060600,,,,
,0.4,0,0,398350,0,,0.395,0,,MYR,0.4,0.39,,,-,-,0.8666667,1.01,0.39,,,,,141050512,1,,,0.4,,,0.4,3,,0.4,0.39,0.4,0.4,318200,-,,7047.KL,,False,0.025,0.0625,16.25,0.8528572,318200,,,,
,4.5,0,0,0,0,,4.32,0,,MYR,4.5,4.4,,,-,-,4.45,4.72,4.0,,,,,1141425024,1,,,4.4,,,4.5,2,,4.5,4.4,4.4,4.5,3000,-,,7048.KL,,False,0.175,0.038888887,26.470589,4.3136587,3000,,,,
,5.59,0,0,548300,0,,5.57,0,,MYR,5.6,5.56,,,-,-,5.11,5.6,3.42,,,,,3664558848,1,,,5.59,,,5.6,2,,5.6,5.56,5.59,5.6,46000,-,,7052.KL,,False,0.1,0.017857144,30.944445,5.2402325,46000,,,,
,1.69,0,0,5250,0,,1.69,0,,MYR,1.69,1.69,,,-,-,1.7833333,1.992,1.136,,,,,138024096,1,,,1.69,,,1.69,2,,1.69,1.69,1.69,1.69,7000,-,,7055.KL,,False,0.05,0.029585797,27.096773,1.7988095,7000,,,,
,3.5,0,0,5600,0,,3.45,0,,MYR,3.45,3.45,,,-,-,3.33,4.58,3.23,,,,,259290272,1,,,3.45,,,3.45,2,,3.45,3.45,3.45,3.45,9100,-,,7060.KL,,False,0.11,0.031884056,12.730628,3.337561,9100,,,,
,1.87,0,0,200,0,,1.7,0,,MYR,1.76,1.7,,,-,-,2.01,2.35,1.7,,,,,70503840,1,,,1.71,,,1.76,2,,1.76,1.7,1.71,1.76,26000,-,,7062.KL,,False,0.07,0.039772727,8.712871,2.0780952,26000,,,,
