code,name,ex_dividend_date,dividend,payment_date,yield
4634,POS Malaysia&Services Holdings Bhd (PSHL),"Sep 06, 2017",0.107,"Oct 06, 2017",2.43%
4634,POS Malaysia&Services Holdings Bhd (PSHL),"Sep 07, 2016",0.117,"Oct 07, 2016",2.26%
4634,POS Malaysia&Services Holdings Bhd (PSHL),"Sep 14, 2015",0.131,"Oct 07, 2015",4.63%
7052,Padini Holdings Bhd (PDNI),"Jun 08, 2018",0.1,"Jun 29, 2018",1.69%
7052,Padini Holdings Bhd (PDNI),"Mar 13, 2018",0.1,"Mar 29, 2018",1.87%
7052,Padini Holdings Bhd (PDNI),"Dec 13, 2017",0.1,"Dec 29, 2017",1.94%
7052,Padini Holdings Bhd (PDNI),"Sep 13, 2017",0.1,"Sep 29, 2017",1.95%
7052,Padini Holdings Bhd (PDNI),"Jun 13, 2017",0.1,"Jun 30, 2017",2.33%
7052,Padini Holdings Bhd (PDNI),"Mar 08, 2017",0.1,"Mar 27, 2017",2.95%
3859,Magnum Bhd (MAGM),"Sep 14, 2018",0.11,"Sep 28, 2018",5.88%
3859,Magnum Bhd (MAGM),"Jun 13, 2018",0.12,"Jun 29, 2018",5.94%
3859,Magnum Bhd (MAGM),"Mar 13, 2018",0.14,"Mar 30, 2018",6.67%
3859,Magnum Bhd (MAGM),"Dec 14, 2017",0.13,"Dec 29, 2017",6.77%
3859,Magnum Bhd (MAGM),"Sep 13, 2017",0.12,"Sep 29, 2017",6.98%
3859,Magnum Bhd (MAGM),"Mar 10, 2017",0.13,"Mar 30, 2017",7.60%
0054,Karyon Industries Bhd (KARY),"Aug 16, 2018",0.003,"Sep 13, 2018",1.46%
0054,Karyon Industries Bhd (KARY),"Nov 06, 2017",0.003,"Nov 27, 2017",1.67%
0054,Karyon Industries Bhd (KARY),"Jun 17, 2015",0.004,"Jul 03, 2015",1.70%
5094,CSC Steel Holdings Bhd (CSTH),"Jul 27, 2018",0.1,"Aug 15, 2018",7.75%
5094,CSC Steel Holdings Bhd (CSTH),"Feb 26, 2018",0.05,"Mar 15, 2018",3.33%
5094,CSC Steel Holdings Bhd (CSTH),"Jun 28, 2017",0.1,"Jul 12, 2017",7.46%
5094,CSC Steel Holdings Bhd (CSTH),"Jun 28, 2016",0.08,"Jul 13, 2016",4.26%
5094,CSC Steel Holdings Bhd (CSTH),"Jun 26, 2015",0.03,"Jul 13, 2015",2.44%
0148,Sunzen Biotech Bhd (SZBB),"Dec 08, 2017",0.003,"Dec 27, 2017",1.36%
78,GD Express Carrier Bhd (GDEX),"Jan 10, 2018",0.0025,"Feb 12, 2018",0.56%
78,GD Express Carrier Bhd (GDEX),"Jan 13, 2017",0.0025,"Feb 17, 2017",0.41%
78,GD Express Carrier Bhd (GDEX),"Jan 05, 2016",0.01,"Feb 10, 2016",0.63%
78,GD Express Carrier Bhd (GDEX),"Jan 06, 2015",0.0084,"Feb 06, 2015",0.52%
7088,Poh Huat Resources Holdings (PHUA),"Aug 02, 2018",0.07,"Aug 27, 2018",4.83%
7088,Poh Huat Resources Holdings (PHUA),"Apr 26, 2018",0.07,"May 15, 2018",5.38%
7088,Poh Huat Resources Holdings (PHUA),"Nov 13, 2017",0.08,"Nov 30, 2017",5.10%
7088,Poh Huat Resources Holdings (PHUA),"Jun 30, 2017",0.08,"Jul 21, 2017",4.23%
7088,Poh Huat Resources Holdings (PHUA),"Apr 05, 2017",0.08,"Apr 21, 2017",4.28%
7088,Poh Huat Resources Holdings (PHUA),"Nov 22, 2016",0.06,"Dec 15, 2016",3.24%
6556,Ann Joo Resources Bhd (ANNJ),"Apr 19, 2018",0.19,"May 21, 2018",9.74%
6556,Ann Joo Resources Bhd (ANNJ),"Sep 06, 2017",0.105,"Sep 21, 2017",2.88%
6556,Ann Joo Resources Bhd (ANNJ),"May 08, 2017",0.09,"May 19, 2017",2.82%
6556,Ann Joo Resources Bhd (ANNJ),"Jun 03, 2015",0.03,"Jun 23, 2015",1.56%
6599,AEON Co (Malaysia) Bhd (AEOM),"Jun 12, 2018",0.04,"Jul 11, 2018",1.82%
6599,AEON Co (Malaysia) Bhd (AEOM),"Jun 13, 2017",0.03,"Jul 13, 2017",1.47%
6599,AEON Co (Malaysia) Bhd (AEOM),"Jun 14, 2016",0.04,"Jul 14, 2016",1.60%
6599,AEON Co (Malaysia) Bhd (AEOM),"Jun 08, 2015",0.05,"Jul 08, 2015",1.76%
5148,UEM Sunrise Bhd (UMSB),"Jun 04, 2018",0.01,"Jun 27, 2018",1.19%
5148,UEM Sunrise Bhd (UMSB),"May 27, 2016",0.016,"Jun 21, 2016",1.52%
5148,UEM Sunrise Bhd (UMSB),"May 27, 2015",0.03,"Jun 22, 2015",2.91%
2127,Comfort Gloves Bhd (COMF),"Sep 06, 2018",0.01,"Sep 26, 2018",1.01%
5259,EA Technique M Bhd (EATE),"Jun 13, 2016",0.0225,"Jun 30, 2016",5.63%
5259,EA Technique M Bhd (EATE),"Dec 15, 2015",0.0225,"Dec 31, 2015",2.05%
5259,EA Technique M Bhd (EATE),"Jun 26, 2015",0.01,"Jul 13, 2015",-
7293,Yinson Holdings Bhd (YINS),"Jul 31, 2018",0.06,"Aug 27, 2018",1.32%
7293,Yinson Holdings Bhd (YINS),"Nov 28, 2017",0.05,"Dec 22, 2017",1.24%
7293,Yinson Holdings Bhd (YINS),"Jul 18, 2017",0.02,"Aug 18, 2017",0.57%
7293,Yinson Holdings Bhd (YINS),"Aug 02, 2016",0.02,"Aug 29, 2016",0.58%
7293,Yinson Holdings Bhd (YINS),"Aug 14, 2015",0.015,"Sep 15, 2015",0.56%
7233,Dufu Tech Corp Bhd (DUFU),"Sep 26, 2018",0.07,"Oct 12, 2018",3.43%
7233,Dufu Tech Corp Bhd (DUFU),"May 25, 2018",0.065,"Jun 13, 2018",3.40%
7233,Dufu Tech Corp Bhd (DUFU),"Sep 27, 2017",0.055,"Oct 12, 2017",5.09%
7233,Dufu Tech Corp Bhd (DUFU),"May 26, 2017",0.045,"Jun 20, 2017",2.96%
7233,Dufu Tech Corp Bhd (DUFU),"Sep 28, 2016",0.021,"Oct 10, 2016",1.81%
7233,Dufu Tech Corp Bhd (DUFU),"May 27, 2016",0.031,"Jun 15, 2016",5.00%
4502,Media Prima Bhd (MPRM),"May 31, 2017",0.08,"Jun 30, 2017",20.78%
4502,Media Prima Bhd (MPRM),"Dec 14, 2016",0.09,"Dec 30, 2016",7.83%
4502,Media Prima Bhd (MPRM),"Sep 07, 2016",0.07,"Sep 30, 2016",5.38%
4502,Media Prima Bhd (MPRM),"Jun 01, 2016",0.1,"Jun 24, 2016",7.04%
4502,Media Prima Bhd (MPRM),"Dec 08, 2015",0.1,"Dec 30, 2015",6.76%
4502,Media Prima Bhd (MPRM),"Sep 09, 2015",0.11,"Sep 30, 2015",-
0084,Techfast Holdings Bhd (TCHF),"May 30, 2018",0.0088,"Jun 18, 2018",1.71%
0084,Techfast Holdings Bhd (TCHF),"Sep 08, 2017",0.0056,"Sep 27, 2017",1.53%
0084,Techfast Holdings Bhd (TCHF),"May 30, 2017",0.005,"Jun 15, 2017",0.63%
0084,Techfast Holdings Bhd (TCHF),"Jun 02, 2016",0.005,"Jun 20, 2016",1.15%
0120,VisDynamics Holdings Bhd (VSDY),"Apr 05, 2017",0.0033,"May 04, 2017",0.46%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Aug 06, 2018",0.081,"Aug 30, 2018",7.04%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Feb 07, 2018",0.0822,"Feb 28, 2018",6.68%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Aug 01, 2017",0.0837,"Aug 25, 2017",5.98%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Feb 07, 2017",0.0843,"Feb 28, 2017",5.44%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Jul 29, 2016",0.0819,"Aug 26, 2016",5.42%
5180,CapitaLand Malaysia Mall Trust (CAMA),"Feb 03, 2016",0.086,"Feb 29, 2016",5.51%
2852,Cahya Mata Sarawak Bhd (CMSM),"May 14, 2018",0.08,"May 25, 2018",2.32%
2852,Cahya Mata Sarawak Bhd (CMSM),"May 09, 2017",0.063,"May 25, 2017",1.56%
2852,Cahya Mata Sarawak Bhd (CMSM),"May 11, 2016",0.045,"May 26, 2016",1.07%
2852,Cahya Mata Sarawak Bhd (CMSM),"Sep 21, 2015",0.085,"Oct 22, 2015",1.78%
0163,Careplus Group Bhd (CARE),"Jun 20, 2016",0.003,"Jul 07, 2016",0.97%
5070,Protasco Bhd (PRTO),"Jun 19, 2018",0.0507,"Jul 03, 2018",9.84%
5070,Protasco Bhd (PRTO),"Jan 09, 2018",0.06,"Jan 26, 2018",6.38%
5070,Protasco Bhd (PRTO),"Jun 19, 2017",0.06,"Jul 06, 2017",5.56%
5070,Protasco Bhd (PRTO),"Jan 09, 2017",0.086,"Jan 23, 2017",7.89%
5070,Protasco Bhd (PRTO),"Jun 15, 2016",0.09,"Jun 29, 2016",5.77%
5070,Protasco Bhd (PRTO),"Dec 29, 2015",0.08,"Jan 12, 2016",5.33%
0193,Kejuruteraan Asastera Bhd (KEJU),"Mar 09, 2018",0.01,"Apr 06, 2018",3.45%
5703,Muhibbah Engineering M Bhd (MUHI),"Sep 07, 2018",0.07,"Sep 24, 2018",2.24%
5703,Muhibbah Engineering M Bhd (MUHI),"Sep 05, 2017",0.055,"Sep 20, 2017",1.90%
5703,Muhibbah Engineering M Bhd (MUHI),"Jul 28, 2016",0.05,"Aug 11, 2016",1.75%
5703,Muhibbah Engineering M Bhd (MUHI),"Sep 01, 2015",0.04,"Sep 11, 2015",1.75%
0136,Greenyield Bhd (GRYB),"Jan 02, 2018",0.003,"Jan 16, 2018",1.88%
0136,Greenyield Bhd (GRYB),"Dec 30, 2016",0.006,"Jan 16, 2017",3.16%
5681,Petronas Dagangan Bhd (PETR),"Sep 04, 2018",0.76,"Sep 19, 2018",2.85%
5681,Petronas Dagangan Bhd (PETR),"Jun 01, 2018",0.74,"Jun 14, 2018",2.75%
5681,Petronas Dagangan Bhd (PETR),"Mar 09, 2018",0.75,"Mar 27, 2018",2.85%
5681,Petronas Dagangan Bhd (PETR),"Nov 23, 2017",0.78,"Dec 08, 2017",3.05%
5681,Petronas Dagangan Bhd (PETR),"Sep 05, 2017",0.72,"Sep 19, 2017",3.36%
5681,Petronas Dagangan Bhd (PETR),"May 31, 2017",0.72,"Jun 16, 2017",3.00%
5095,HeveaBoard Bhd (HEVE),"Jun 19, 2018",0.068,"Jul 05, 2018",7.35%
5095,HeveaBoard Bhd (HEVE),"Mar 21, 2018",0.073,"Apr 09, 2018",9.36%
5095,HeveaBoard Bhd (HEVE),"Dec 07, 2017",0.077,"Jan 05, 2018",8.37%
5095,HeveaBoard Bhd (HEVE),"Sep 20, 2017",0.074,"Oct 09, 2017",5.07%
5095,HeveaBoard Bhd (HEVE),"Jun 13, 2017",0.071,"Jun 29, 2017",4.06%
5095,HeveaBoard Bhd (HEVE),"Mar 15, 2017",0.046,"Mar 31, 2017",3.48%
0183,Salutica Bhd (SALU),"Jun 07, 2018",0.024,"Jun 26, 2018",3.90%
0183,Salutica Bhd (SALU),"Feb 26, 2018",0.024,"Mar 15, 2018",4.32%
0183,Salutica Bhd (SALU),"Dec 06, 2017",0.024,"Dec 22, 2017",2.40%
0183,Salutica Bhd (SALU),"Sep 13, 2017",0.024,"Sep 29, 2017",1.60%
0183,Salutica Bhd (SALU),"Jun 13, 2017",0.024,"Jun 30, 2017",1.66%
0183,Salutica Bhd (SALU),"Mar 13, 2017",0.024,"Mar 31, 2017",1.36%
9571,Mitrajaya Holdings Bhd (MITR),"Jul 16, 2018",0.02,"Aug 02, 2018",3.85%
9571,Mitrajaya Holdings Bhd (MITR),"Jul 14, 2017",0.048,"Aug 16, 2017",10.32%
9571,Mitrajaya Holdings Bhd (MITR),"Jul 15, 2016",0.05,"Aug 02, 2016",3.79%
9571,Mitrajaya Holdings Bhd (MITR),"Aug 17, 2015",0.0333,"Aug 27, 2015",2.73%
0123,Privasia Technology Bhd (PRTB),"Jul 21, 2016",0.002,"Aug 18, 2016",1.33%
0123,Privasia Technology Bhd (PRTB),"Jun 24, 2015",0.0025,"Jul 15, 2015",1.32%
5053,OSK Holdings Bhd (OSKH),"Sep 24, 2018",0.055,"Oct 10, 2018",5.70%
5053,OSK Holdings Bhd (OSKH),"May 28, 2018",0.0517,"Jun 13, 2018",5.20%
5053,OSK Holdings Bhd (OSKH),"Sep 21, 2017",0.05,"Oct 11, 2017",5.10%
5053,OSK Holdings Bhd (OSKH),"Apr 20, 2017",0.075,"May 11, 2017",4.69%
5053,OSK Holdings Bhd (OSKH),"Oct 12, 2016",0.05,"Oct 31, 2016",3.16%
5053,OSK Holdings Bhd (OSKH),"Apr 19, 2016",0.05,"May 11, 2016",3.16%
5252,Sasbadi Holdings Bhd (SAHO),"May 12, 2017",0.0067,"May 31, 2017",1.94%
5252,Sasbadi Holdings Bhd (SAHO),"Jan 26, 2017",0.0225,"Feb 22, 2017",1.45%
5230,Tune Protect Group Bhd (TUNE),"May 30, 2018",0.03,"Jun 25, 2018",3.31%
5230,Tune Protect Group Bhd (TUNE),"May 18, 2017",0.052,"Jun 15, 2017",7.22%
5230,Tune Protect Group Bhd (TUNE),"Jun 01, 2016",0.05,"Jul 01, 2016",3.65%
5230,Tune Protect Group Bhd (TUNE),"Jun 03, 2015",0.0404,"Jul 03, 2015",3.04%
5254,Boustead Plantations Bhd (BOPL),"Jun 06, 2018",0.0964,"Jun 27, 2018",7.65%
5254,Boustead Plantations Bhd (BOPL),"Mar 12, 2018",0.0893,"Mar 27, 2018",6.57%
5254,Boustead Plantations Bhd (BOPL),"Dec 06, 2017",0.12,"Dec 19, 2017",7.10%
5254,Boustead Plantations Bhd (BOPL),"Sep 06, 2017",0.14,"Sep 19, 2017",8.70%
5254,Boustead Plantations Bhd (BOPL),"Jun 05, 2017",0.14,"Jun 16, 2017",8.43%
5254,Boustead Plantations Bhd (BOPL),"Mar 01, 2017",0.145,"Mar 16, 2017",8.84%
3174,Land General Bhd (LAND),"Oct 04, 2018",0.015,"Oct 26, 2018",7.50%
3174,Land General Bhd (LAND),"Sep 28, 2016",0.0159,"Oct 26, 2016",7.07%
3174,Land General Bhd (LAND),"Sep 23, 2015",0.02,"Oct 19, 2015",5.19%
7174,CAB Cakaran Corporation Bhd (CABC),"Apr 06, 2018",0.005,"Apr 19, 2018",0.55%
7174,CAB Cakaran Corporation Bhd (CABC),"Apr 06, 2017",0.0032,"Apr 19, 2017",0.34%
5272,Ranhill Holdings Ltd (RANH),"Aug 23, 2018",0.065,"Sep 06, 2018",7.83%
5272,Ranhill Holdings Ltd (RANH),"May 16, 2018",0.05,"May 30, 2018",7.46%
5272,Ranhill Holdings Ltd (RANH),"Jan 29, 2018",0.03,"Feb 14, 2018",4.32%
5272,Ranhill Holdings Ltd (RANH),"Nov 24, 2017",0.07,"Dec 13, 2017",9.79%
5272,Ranhill Holdings Ltd (RANH),"May 31, 2017",0.078,"Jun 16, 2017",11.64%
5272,Ranhill Holdings Ltd (RANH),"Mar 13, 2017",0.058,"Mar 29, 2017",7.07%
5141,Dayang Enterprise Holdings Bhd (DEHB),"Mar 16, 2015",0.035,"Apr 14, 2015",2.99%
0039,GFM Services Bhd (GFMS),"Jul 10, 2018",0.0092,"Jul 26, 2018",1.79%
5185,AFFIN Holdings Bhd (AFIN),"Dec 15, 2017",0.07,"Dec 29, 2017",2.80%
5185,AFFIN Holdings Bhd (AFIN),"May 15, 2017",0.075,"May 31, 2017",3.30%
5185,AFFIN Holdings Bhd (AFIN),"Dec 14, 2016",0.08,"Dec 29, 2016",2.82%
5185,AFFIN Holdings Bhd (AFIN),"May 06, 2016",0.0799,"Jun 08, 2016",3.80%
5185,AFFIN Holdings Bhd (AFIN),"Dec 14, 2015",0.1049,"Dec 30, 2015",4.50%
5185,AFFIN Holdings Bhd (AFIN),"Dec 11, 2014",0.15,"Dec 30, 2014",-
1147,Global Oriental Bhd (GLOL),"Sep 07, 2016",0.005,"Sep 30, 2016",2.04%
2488,Alliance Financial Group Bhd (ALLI),"Jun 18, 2018",0.153,"Jun 28, 2018",3.63%
2488,Alliance Financial Group Bhd (ALLI),"Dec 15, 2017",0.16,"Dec 28, 2017",3.89%
2488,Alliance Financial Group Bhd (ALLI),"Jun 14, 2017",0.16,"Jun 22, 2017",4.42%
2488,Alliance Financial Group Bhd (ALLI),"Dec 14, 2016",0.15,"Dec 30, 2016",3.57%
2488,Alliance Financial Group Bhd (ALLI),"Jun 13, 2016",0.145,"Jun 30, 2016",3.77%
2488,Alliance Financial Group Bhd (ALLI),"Dec 11, 2015",0.144,"Dec 30, 2015",3.63%
3883,Muda Holdings Bhd (MUDA),"Jun 27, 2018",0.035,"Jul 19, 2018",1.79%
3883,Muda Holdings Bhd (MUDA),"Jun 28, 2017",0.03,"Jul 20, 2017",1.46%
3883,Muda Holdings Bhd (MUDA),"Jun 28, 2016",0.03,"Jul 14, 2016",1.91%
3883,Muda Holdings Bhd (MUDA),"Jun 22, 2015",0.03,"Jul 14, 2015",1.58%
7215,Ni Hsin Resources Bhd (NHSN),"Oct 16, 2014",0.005,"Nov 13, 2014",1.79%
7082,SYF Resources Bhd (SYFR),"Mar 13, 2018",0.015,"Apr 03, 2018",4.35%
7082,SYF Resources Bhd (SYFR),"Mar 13, 2017",0.01,"Mar 29, 2017",2.47%
5123,MRCB-Quill REIT Unit (MQRE),"Aug 21, 2018",0.0423,"Sep 19, 2018",3.68%
5123,MRCB-Quill REIT Unit (MQRE),"Feb 05, 2018",0.0839,"Feb 28, 2018",7.56%
5123,MRCB-Quill REIT Unit (MQRE),"Aug 24, 2017",0.1269,"Sep 18, 2017",10.49%
5123,MRCB-Quill REIT Unit (MQRE),"Dec 14, 2016",0.1269,"Jan 13, 2017",9.76%
6084,Star Media Group Bhd (STAR),"Mar 28, 2018",0.12,"Apr 18, 2018",12.06%
6084,Star Media Group Bhd (STAR),"Sep 27, 2017",0.15,"Oct 17, 2017",11.45%
6084,Star Media Group Bhd (STAR),"Mar 29, 2017",0.18,"Apr 18, 2017",7.69%
6084,Star Media Group Bhd (STAR),"Sep 28, 2016",0.18,"Oct 18, 2016",7.50%
6084,Star Media Group Bhd (STAR),"Mar 29, 2016",0.18,"Apr 18, 2016",6.95%
6084,Star Media Group Bhd (STAR),"Sep 22, 2015",0.15,"Oct 16, 2015",6.28%
5158,TA Global Bhd (TAGL),"Jun 27, 2018",0.006,"Jul 20, 2018",2.07%
5158,TA Global Bhd (TAGL),"Jun 28, 2017",0.004,"Jul 17, 2017",1.43%
5158,TA Global Bhd (TAGL),"Jun 28, 2016",0.0033,"Jul 15, 2016",0.96%
5158,TA Global Bhd (TAGL),"Jul 31, 2015",0.01,"Aug 19, 2015",4.17%
97,ViTrox Corporation Bhd (VTRX),"Jun 27, 2018",0.045,"Jul 18, 2018",0.61%
97,ViTrox Corporation Bhd (VTRX),"Dec 27, 2017",0.035,"Jan 19, 2018",0.67%
97,ViTrox Corporation Bhd (VTRX),"Jun 28, 2017",0.0325,"Jul 24, 2017",0.60%
97,ViTrox Corporation Bhd (VTRX),"Dec 28, 2016",0.03,"Jan 20, 2017",0.57%
97,ViTrox Corporation Bhd (VTRX),"Jun 28, 2016",0.02,"Jul 25, 2016",0.52%
97,ViTrox Corporation Bhd (VTRX),"Dec 29, 2015",0.02,"Jan 22, 2016",0.54%
3034,Hap Seng Consolidated Bhd (HAPS),"Jun 12, 2018",0.35,"Jun 28, 2018",3.54%
3034,Hap Seng Consolidated Bhd (HAPS),"Dec 06, 2017",0.35,"Dec 20, 2017",3.64%
3034,Hap Seng Consolidated Bhd (HAPS),"Jun 13, 2017",0.35,"Jun 28, 2017",3.73%
3034,Hap Seng Consolidated Bhd (HAPS),"Dec 06, 2016",0.35,"Dec 20, 2016",3.80%
3034,Hap Seng Consolidated Bhd (HAPS),"Jun 08, 2016",0.25,"Jun 28, 2016",3.28%
3034,Hap Seng Consolidated Bhd (HAPS),"Dec 07, 2015",0.2,"Dec 22, 2015",2.61%
3158,YNH Property Bhd (YNHB),"Aug 28, 2018",0.007,"Sep 28, 2018",0.59%
5161,JCY International Bhd (JCYI),"Mar 19, 2018",0.03,"Apr 10, 2018",11.54%
5161,JCY International Bhd (JCYI),"Dec 18, 2017",0.0375,"Jan 10, 2018",9.38%
5161,JCY International Bhd (JCYI),"Sep 15, 2017",0.045,"Oct 10, 2017",9.78%
5161,JCY International Bhd (JCYI),"Jun 15, 2017",0.05,"Jul 11, 2017",9.01%
5161,JCY International Bhd (JCYI),"Mar 15, 2017",0.05,"Apr 07, 2017",7.63%
5161,JCY International Bhd (JCYI),"Dec 19, 2016",0.05,"Jan 06, 2017",8.20%
5843,Kumpulan Perangsang Selangor (KPSB),"Jun 27, 2018",0.0425,"Jul 20, 2018",2.46%
5843,Kumpulan Perangsang Selangor (KPSB),"Jul 19, 2017",0.0625,"Aug 18, 2017",5.00%
5843,Kumpulan Perangsang Selangor (KPSB),"Jul 21, 2016",0.02,"Aug 22, 2016",1.35%
5843,Kumpulan Perangsang Selangor (KPSB),"Jul 20, 2015",0.04,"Aug 21, 2015",3.67%
7076,CB Industrial Product Holding (CBIP),"Jul 12, 2018",0.05,"Jul 31, 2018",3.65%
7076,CB Industrial Product Holding (CBIP),"Jan 12, 2018",0.06,"Jan 30, 2018",4.55%
7076,CB Industrial Product Holding (CBIP),"Jul 27, 2017",0.06,"Aug 16, 2017",3.43%
7076,CB Industrial Product Holding (CBIP),"Jan 03, 2017",0.06,"Jan 20, 2017",2.96%
7076,CB Industrial Product Holding (CBIP),"Jun 28, 2016",0.06,"Jul 20, 2016",2.97%
7076,CB Industrial Product Holding (CBIP),"Dec 11, 2015",0.06,"Jan 06, 2016",2.86%
5001,Mieco Chipboard Bhd (MIEC),"Apr 11, 2018",0.01,"Apr 27, 2018",2.02%
5001,Mieco Chipboard Bhd (MIEC),"Mar 10, 2017",0.04,"Mar 24, 2017",6.02%
0178,Sedania Innovator Bhd (SEDA),"Apr 20, 2017",0.01,"May 11, 2017",4.35%
0178,Sedania Innovator Bhd (SEDA),"Sep 19, 2016",0.01,"Oct 20, 2016",3.28%
5249,IOI Properties Group Bhd (IOIP),"Aug 28, 2017",0.06,"Sep 08, 2017",3.41%
5249,IOI Properties Group Bhd (IOIP),"Sep 20, 2016",0.0743,"Oct 21, 2016",3.52%
5249,IOI Properties Group Bhd (IOIP),"Sep 15, 2015",0.06,"Sep 30, 2015",2.45%
5789,LBS Bina Group Bhd (LBSB),"Aug 02, 2018",0.022,"Sep 05, 2018",2.43%
5789,LBS Bina Group Bhd (LBSB),"Jun 08, 2018",0.022,"Jul 11, 2018",2.42%
5789,LBS Bina Group Bhd (LBSB),"Aug 11, 2017",0.0182,"Aug 30, 2017",1.92%
5789,LBS Bina Group Bhd (LBSB),"Jul 07, 2017",0.04,"Jul 24, 2017",1.98%
5789,LBS Bina Group Bhd (LBSB),"Aug 16, 2016",0.035,"Sep 05, 2016",1.72%
5789,LBS Bina Group Bhd (LBSB),"Jul 09, 2015",0.0325,"Aug 10, 2015",2.04%
5190,Benalec Holdings Bhd (BENL),"Jan 03, 2018",0.004,"Feb 02, 2018",1.36%
5190,Benalec Holdings Bhd (BENL),"Jan 18, 2017",0.007,"Feb 10, 2017",1.67%
5190,Benalec Holdings Bhd (BENL),"Jan 18, 2016",0.003,"Feb 15, 2016",0.74%
7248,SLP Resources Bhd (SLPB),"Sep 05, 2018",0.045,"Oct 05, 2018",3.69%
7248,SLP Resources Bhd (SLPB),"Mar 09, 2018",0.045,"Apr 06, 2018",4.21%
7248,SLP Resources Bhd (SLPB),"Dec 06, 2017",0.0394,"Jan 05, 2018",2.72%
7248,SLP Resources Bhd (SLPB),"Sep 06, 2017",0.0369,"Oct 05, 2017",1.99%
7248,SLP Resources Bhd (SLPB),"Mar 09, 2017",0.045,"Apr 07, 2017",1.88%
7248,SLP Resources Bhd (SLPB),"Dec 06, 2016",0.03,"Jan 06, 2017",1.29%
1538,Symphony Life Bhd (SYML),"Sep 05, 2017",0.03,"Sep 20, 2017",4.80%
1538,Symphony Life Bhd (SYML),"Sep 06, 2016",0.02,"Sep 28, 2016",2.08%
1538,Symphony Life Bhd (SYML),"Sep 23, 2015",0.05,"Oct 09, 2015",7.19%
6874,KUB Malaysia Bhd (KUBM),"Jul 06, 2018",0.015,"Jul 31, 2018",4.23%
6874,KUB Malaysia Bhd (KUBM),"Mar 12, 2018",0.01,"Apr 13, 2018",3.03%
6874,KUB Malaysia Bhd (KUBM),"Jun 02, 2017",0.01,"Jun 30, 2017",2.02%
6874,KUB Malaysia Bhd (KUBM),"Jun 07, 2016",0.005,"Jun 30, 2016",0.88%
5932,Bina Puri Holdings Bhd (BPUR),"Jul 08, 2015",0.02,"Jul 31, 2015",5.06%
5665,Southern Steel Bhd (STEE),"May 28, 2018",0.035,"Jun 13, 2018",2.06%
5665,Southern Steel Bhd (STEE),"May 16, 2017",0.03,"Jun 01, 2017",1.61%
3042,Petron Malaysia Refining Marketing (PTMR),"Jun 08, 2018",0.25,"Jun 27, 2018",3.13%
3042,Petron Malaysia Refining Marketing (PTMR),"Jun 16, 2017",0.22,"Jun 30, 2017",2.85%
3042,Petron Malaysia Refining Marketing (PTMR),"Jun 08, 2016",0.2,"Jun 24, 2016",3.03%
6181,Malton Bhd (MLTO),"Nov 29, 2017",0.025,"Dec 29, 2017",3.94%
6181,Malton Bhd (MLTO),"Nov 29, 2016",0.025,"Dec 30, 2016",2.05%
6181,Malton Bhd (MLTO),"Dec 29, 2015",0.03,"Jan 29, 2016",4.69%
0024,JAG Bhd (JAGB),"May 24, 2018",0.0019,"Jun 07, 2018",2.71%
0024,JAG Bhd (JAGB),"Sep 25, 2017",0.0009,"Oct 06, 2017",0.95%
4243,WTK Holdings Bhd (WTKH),"Jul 10, 2018",0.01,"Aug 06, 2018",1.52%
4243,WTK Holdings Bhd (WTKH),"Jun 08, 2017",0.02,"Jul 05, 2017",3.54%
4243,WTK Holdings Bhd (WTKH),"Jun 17, 2016",0.0249,"Jul 05, 2016",2.66%
4243,WTK Holdings Bhd (WTKH),"Jul 10, 2015",0.0183,"Aug 03, 2015",1.65%
0032,Redtone International Bhd (RTON),"Nov 11, 2015",0.002,"Nov 27, 2015",0.41%
2291,Genting Plantations Bhd (GENP),"Sep 13, 2018",0.1425,"Oct 08, 2018",1.51%
2291,Genting Plantations Bhd (GENP),"Jun 05, 2018",0.15,"Jun 26, 2018",1.59%
2291,Genting Plantations Bhd (GENP),"Sep 11, 2017",0.135,"Oct 02, 2017",1.32%
2291,Genting Plantations Bhd (GENP),"May 30, 2017",0.1,"Jun 19, 2017",0.95%
2291,Genting Plantations Bhd (GENP),"Sep 28, 2016",0.05,"Oct 20, 2016",0.44%
2291,Genting Plantations Bhd (GENP),"Jun 28, 2016",0.055,"Jul 22, 2016",0.52%
21,GHL Systems Bhd (GHLS),"Mar 03, 2017",0.005,"Mar 31, 2017",0.31%
5054,TRC Synergy Bhd (TRCG),"May 28, 2018",0.028,"Jun 14, 2018",5.60%
5054,TRC Synergy Bhd (TRCG),"May 29, 2017",0.019,"Jun 16, 2017",2.86%
5054,TRC Synergy Bhd (TRCG),"May 27, 2016",0.0065,"Jun 16, 2016",1.09%
5054,TRC Synergy Bhd (TRCG),"May 27, 2015",0.0018,"Jun 15, 2015",0.37%
5280,KIP Real Estate Investment Trust (KIPR),"Aug 08, 2018",0.0683,"Aug 23, 2018",7.99%
5280,KIP Real Estate Investment Trust (KIPR),"May 07, 2018",0.0599,"May 30, 2018",7.30%
